video_id,ped_id,frame,time_s,x_px,y_px,visibility,notes,x_m,y_m
teams_video,P08,345,11.5,408.5986633300781,437.5111999511719,tracked,P8; LK optical flow; sampled tracked point,22.212173461914062,60.9775390625
teams_video,P09,345,11.5,479.37420654296875,612.6080322265625,tracked,P9; LK optical flow; sampled tracked point,23.89043426513672,31.047523498535156
teams_video,P10,345,11.5,470.3364562988281,553.9131469726562,tracked,P10; LK optical flow; sampled tracked point,24.38805389404297,39.39542007446289
teams_video,P01,360,12.0,218.3000946044922,681.9299926757812,tracked,P1; LK optical flow; sampled tracked point,8.099609375,22.981019973754883
teams_video,P02,360,12.0,325.68109130859375,683.1884765625,tracked,P2; LK optical flow; sampled tracked point,14.168935775756836,22.72780990600586
teams_video,P03,360,12.0,346.8473205566406,467.6789245605469,tracked,P3; LK optical flow; sampled tracked point,16.99677848815918,54.81716537475586
teams_video,P04,360,12.0,241.381103515625,515.3733520507812,tracked,P4; LK optical flow; sampled tracked point,9.104898452758789,46.16862487792969
teams_video,P05,360,12.0,251.02285766601562,450.3788757324219,tracked,P5; LK optical flow; sampled tracked point,9.697043418884277,58.67646408081055
teams_video,P06,360,12.0,293.9788818359375,499.2720947265625,tracked,P6; LK optical flow; sampled tracked point,12.876736640930176,48.91426086425781
teams_video,P07,360,12.0,309.65625,411.48846435546875,tracked,P7; LK optical flow; sampled tracked point,14.53371524810791,67.33928680419922
teams_video,P08,360,12.0,408.5799865722656,437.6454162597656,tracked,P8; LK optical flow; sampled tracked point,22.208084106445312,60.94800567626953
teams_video,P09,360,12.0,480.6535949707031,620.0249633789062,tracked,P9; LK optical flow; sampled tracked point,23.841182708740234,30.08237075805664
teams_video,P10,360,12.0,477.48345947265625,557.5880737304688,tracked,P10; LK optical flow; sampled tracked point,24.78533363342285,38.82041931152344
teams_video,P01,375,12.5,219.55557250976562,670.5194091796875,tracked,P1; LK optical flow; sampled tracked point,8.136787414550781,24.271358489990234
teams_video,P02,375,12.5,325.6028137207031,682.2847290039062,tracked,P2; LK optical flow; sampled tracked point,14.16834831237793,22.828140258789062
teams_video,P03,375,12.5,346.8399353027344,467.0814208984375,tracked,P3; LK optical flow; sampled tracked point,17.002334594726562,54.937129974365234
teams_video,P04,375,12.5,242.90130615234375,510.8599548339844,tracked,P4; LK optical flow; sampled tracked point,9.202940940856934,46.956363677978516
teams_video,P05,375,12.5,243.618408203125,450.1012268066406,tracked,P5; LK optical flow; sampled tracked point,9.11559009552002,58.75837326049805
teams_video,P06,375,12.5,295.42303466796875,502.80023193359375,tracked,P6; LK optical flow; sampled tracked point,12.96845531463623,48.271297454833984
teams_video,P07,375,12.5,310.3274841308594,409.9736328125,tracked,P7; LK optical flow; sampled tracked point,14.600300788879395,67.70584106445312
teams_video,P08,375,12.5,409.15301513671875,438.0503845214844,tracked,P8; LK optical flow; sampled tracked point,22.24542236328125,60.85696792602539
teams_video,P09,375,12.5,479.54541015625,628.051513671875,tracked,P9; LK optical flow; sampled tracked point,23.64032554626465,29.061798095703125
teams_video,P10,375,12.5,481.44049072265625,561.4395751953125,tracked,P10; LK optical flow; sampled tracked point,24.967193603515625,38.23074722290039
teams_video,P01,390,13.0,225.3542938232422,659.4690551757812,tracked,P1; LK optical flow; sampled tracked point,8.44106388092041,25.550065994262695
teams_video,P02,390,13.0,325.4348449707031,681.2504272460938,tracked,P2; LK optical flow; sampled tracked point,14.163251876831055,22.94331169128418
teams_video,P03,390,13.0,346.9405822753906,466.1646728515625,tracked,P3; LK optical flow; sampled tracked point,17.019367218017578,55.12133026123047
teams_video,P04,390,13.0,246.10415649414062,506.1712951660156,tracked,P4; LK optical flow; sampled tracked point,9.422774314880371,47.78221130371094
teams_video,P05,390,13.0,237.23692321777344,449.693115234375,tracked,P5; LK optical flow; sampled tracked point,8.613166809082031,58.865230560302734
teams_video,P06,390,13.0,295.1211242675781,506.79534912109375,tracked,P6; LK optical flow; sampled tracked point,12.932730674743652,47.556129455566406
teams_video,P07,390,13.0,311.2125549316406,408.3308410644531,tracked,P7; LK optical flow; sampled tracked point,14.686079025268555,68.10498046875
teams_video,P08,390,13.0,409.91650390625,438.40521240234375,tracked,P8; LK optical flow; sampled tracked point,22.298709869384766,60.7764778137207
teams_video,P09,390,13.0,481.955078125,637.59228515625,tracked,P9; LK optical flow; sampled tracked point,23.626380920410156,27.870603561401367
teams_video,P10,390,13.0,487.79949951171875,565.5800170898438,tracked,P10; LK optical flow; sampled tracked point,25.29665756225586,37.600318908691406
teams_video,P01,405,13.5,228.4670867919922,648.9602661132812,tracked,P1; LK optical flow; sampled tracked point,8.596256256103516,26.801332473754883
teams_video,P02,405,13.5,325.32196044921875,679.8037109375,tracked,P2; LK optical flow; sampled tracked point,14.163002014160156,23.104761123657227
teams_video,P03,405,13.5,347.71466064453125,464.24127197265625,tracked,P3; LK optical flow; sampled tracked point,17.098051071166992,55.507965087890625
teams_video,P04,405,13.5,249.16937255859375,501.35784912109375,tracked,P4; LK optical flow; sampled tracked point,9.635562896728516,48.642669677734375
teams_video,P05,405,13.5,229.73196411132812,448.4844665527344,tracked,P5; LK optical flow; sampled tracked point,8.017891883850098,59.147796630859375
teams_video,P06,405,13.5,295.8062438964844,510.81719970703125,tracked,P6; LK optical flow; sampled tracked point,12.967432022094727,46.84257888793945
teams_video,P07,405,13.5,311.8100891113281,406.3287658691406,tracked,P7; LK optical flow; sampled tracked point,14.75082778930664,68.5963363647461
teams_video,P08,405,13.5,411.2459716796875,438.67706298828125,tracked,P8; LK optical flow; sampled tracked point,22.398174285888672,60.71251678466797
teams_video,P09,405,13.5,480.46728515625,648.1122436523438,tracked,P9; LK optical flow; sampled tracked point,23.37041473388672,26.595064163208008
teams_video,P10,405,13.5,492.1597900390625,569.989013671875,tracked,P10; LK optical flow; sampled tracked point,25.488243103027344,36.94135284423828
teams_video,P01,420,14.0,233.13525390625,639.4105834960938,tracked,P1; LK optical flow; sampled tracked point,8.850765228271484,27.964618682861328
teams_video,P02,420,14.0,325.27288818359375,678.3941650390625,tracked,P2; LK optical flow; sampled tracked point,14.166205406188965,23.262535095214844
teams_video,P03,420,14.0,349.5252380371094,462.3157653808594,tracked,P3; LK optical flow; sampled tracked point,17.25625991821289,55.89445495605469
teams_video,P04,420,14.0,252.19229125976562,496.2158203125,tracked,P4; LK optical flow; sampled tracked point,9.847977638244629,49.57634353637695
teams_video,P05,420,14.0,224.2716522216797,447.422119140625,tracked,P5; LK optical flow; sampled tracked point,7.582106590270996,59.39373779296875
teams_video,P06,420,14.0,295.4617004394531,514.1953125,tracked,P6; LK optical flow; sampled tracked point,12.931258201599121,46.251983642578125
teams_video,P07,420,14.0,312.1744384765625,404.3666076660156,tracked,P7; LK optical flow; sampled tracked point,14.796058654785156,69.08211517333984
teams_video,P08,420,14.0,412.3721923828125,438.73956298828125,tracked,P8; LK optical flow; sampled tracked point,22.48569107055664,60.69521713256836
teams_video,P09,420,14.0,485.4906311035156,658.6724243164062,tracked,P9; LK optical flow; sampled tracked point,23.494104385375977,25.339984893798828
teams_video,P10,420,14.0,499.6054992675781,574.1994018554688,tracked,P10; LK optical flow; sampled tracked point,25.878644943237305,36.314109802246094
teams_video,P01,435,14.5,235.31761169433594,630.1288452148438,tracked,P1; LK optical flow; sampled tracked point,8.961644172668457,29.12527847290039
teams_video,P02,435,14.5,325.1119384765625,676.8040771484375,tracked,P2; LK optical flow; sampled tracked point,14.16384220123291,23.44127655029297
teams_video,P03,435,14.5,352.8862609863281,460.8807678222656,tracked,P3; LK optical flow; sampled tracked point,17.528472900390625,56.17824172973633
teams_video,P04,435,14.5,255.98260498046875,491.4542236328125,tracked,P4; LK optical flow; sampled tracked point,10.12037467956543,50.45153045654297
teams_video,P05,435,14.5,215.7554168701172,446.24664306640625,tracked,P5; LK optical flow; sampled tracked point,6.901913166046143,59.67473602294922
teams_video,P06,435,14.5,296.5721130371094,517.0599975585938,tracked,P6; LK optical flow; sampled tracked point,12.999534606933594,45.7526741027832
teams_video,P07,435,14.5,313.2769775390625,402.4014587402344,tracked,P7; LK optical flow; sampled tracked point,14.904141426086426,69.5692367553711
teams_video,P08,435,14.5,413.6679382324219,438.732177734375,tracked,P8; LK optical flow; sampled tracked point,22.58793830871582,60.692726135253906
